NewVisitor,Returning,GoogleCPC,BINGCPC,Facebook,Tripadvisor,Referrals,OrganicDirect,Mobile,Tablet,Desktop,Users,Sessions,PagesVisitedNumber,TransactionsNumber,Revenue
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,4,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,3,3,11,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,10,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,12,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,2,4,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,3,3,7,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,7,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0
1,0,0,0,0,0,0,0,0,0,1,4,4,8,0,0
1,0,0,0,0,0,0,0,1,0,0,4,4,6,0,0
1,0,0,0,0,0,0,0,0,0,1,1,6,25,0,0
1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,13,13,44,0,0
0,1,0,0,0,0,0,0,1,0,0,8,8,69,0,0
0,1,0,0,0,0,0,0,1,0,0,3,3,45,0,0
1,0,0,0,0,0,0,0,0,0,1,2,4,23,0,0
1,0,0,0,0,0,0,0,0,1,0,2,2,30,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,2,2,7,0,0
1,0,0,0,0,0,0,0,0,0,1,1,3,9,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,50,50,125,0,0
1,0,0,0,0,0,0,0,1,0,0,39,39,176,0,0
1,0,0,0,0,0,0,0,0,1,0,10,10,20,0,0
1,0,0,0,0,0,0,0,1,0,0,10,23,16,0,0
1,0,0,0,0,0,0,0,0,0,1,5,6,27,0,0
1,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0
1,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,6,6,18,0,0
0,1,0,0,0,0,0,0,0,0,1,3,4,13,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,1,0,2,2,8,0,0
0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0
0,1,0,0,0,0,0,0,1,0,0,2,2,3,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,1,0,0,1,2,2,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0
0,1,0,0,0,0,0,0,1,0,0,2,2,6,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,2,2,5,0,0
1,0,0,0,0,0,0,0,0,0,1,1,2,29,0,0
1,0,0,0,0,0,0,0,0,0,1,162,162,389,0,0
1,0,0,0,0,0,0,0,1,0,0,61,61,404,0,0
1,0,0,0,0,0,0,0,0,1,0,22,23,91,0,0
1,0,0,0,0,0,0,0,1,0,0,14,19,80,0,0
1,0,0,0,0,0,0,0,0,1,0,4,5,57,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,0,0,1,0,0,1,2,24,0,0
1,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0
0,1,0,0,0,0,0,0,1,0,0,2,2,6,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,1,4,4,22,0,0
0,1,0,0,0,0,0,0,1,0,0,2,2,9,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,4,0,0
0,1,0,0,0,0,0,0,1,0,0,56,57,461,0,0
0,1,0,0,0,0,0,0,1,0,0,22,31,110,0,0
0,1,0,0,0,0,0,0,0,1,0,18,18,78,0,0
0,1,0,0,0,0,0,0,0,1,0,5,10,22,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,0,0,0,0,1,15,15,43,0,0
0,1,0,0,0,0,0,0,0,0,1,5,7,22,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,2,2,2,0,0
0,1,0,0,0,0,0,0,1,0,0,1,2,67,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,4,4,7,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,9,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,1,212,213,413,0,0
1,0,0,0,0,0,0,0,1,0,0,94,94,584,0,0
1,0,0,0,0,0,0,0,0,0,1,80,187,478,0,0
1,0,0,0,0,0,0,0,0,1,0,40,40,150,0,0
1,0,0,0,0,0,0,0,1,0,0,31,39,206,0,0
1,0,0,0,0,0,0,0,0,1,0,4,4,9,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,8,0,0
1,0,0,0,0,0,0,0,0,0,1,2,4,8,0,0
1,0,0,0,0,0,0,0,0,0,1,2,5,8,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,2,9,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,0,0,0,1,0,1,3,7,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,6,6,11,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0
1,0,0,0,0,0,0,0,0,0,1,3,4,7,0,0
1,0,0,0,0,0,0,0,0,0,1,2,2,5,0,0
1,0,0,0,0,0,0,0,1,0,0,2,2,5,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,0,0,1,0,0,134,134,360,0,0
1,0,0,0,0,0,0,0,1,0,0,66,463,952,0,0
1,0,0,0,0,0,0,0,0,1,0,60,60,114,0,0
1,0,0,0,0,0,0,0,0,1,0,24,87,204,0,0
1,0,0,0,0,0,0,0,0,0,1,19,19,82,0,0
1,0,0,0,0,0,0,0,0,0,1,5,7,11,0,0
1,0,0,0,0,0,0,0,1,0,0,688,691,1285,0,0
1,0,0,0,0,0,0,0,1,0,0,421,3969,6439,0,0
1,0,0,0,0,0,0,0,0,1,0,233,233,495,0,0
1,0,0,0,0,0,0,0,0,1,0,108,607,1027,0,0
1,0,0,0,0,0,0,0,0,0,1,79,79,85,0,0
1,0,0,0,0,0,0,0,0,0,1,45,215,231,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,4,25,52,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,72,72,150,0,0
0,1,0,0,0,0,0,0,1,0,0,25,26,144,0,0
0,1,0,0,0,0,0,0,0,1,0,17,17,50,0,0
0,1,0,0,0,0,0,0,1,0,0,14,21,171,0,0
0,1,0,0,0,0,0,0,0,0,1,12,20,108,0,0
0,1,0,0,0,0,0,0,0,1,0,5,5,10,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,8,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,5,5,17,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,2,5,10,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,4,0,0
0,1,0,0,0,0,0,0,0,0,1,3,3,3,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,5,0,0
0,1,0,0,0,0,0,0,0,0,1,6,6,11,0,0
0,1,0,0,0,0,0,0,0,1,0,3,3,4,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,14,14,32,0,0
0,1,0,0,0,0,0,0,0,1,0,4,4,6,0,0
0,1,0,0,0,0,0,0,0,0,1,3,4,41,0,0
0,1,0,0,0,0,0,0,0,1,0,2,2,5,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,1,0,0,4,4,12,0,0
0,1,0,0,0,0,0,0,0,1,0,4,4,6,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,2,2,5,0,0
1,0,0,0,0,0,1,0,0,0,1,1,3,12,0,0
0,1,0,0,0,0,1,0,0,0,1,3,3,6,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,1,0,0,0,1,28,28,91,0,0
1,0,0,0,0,0,1,0,1,0,0,8,8,76,0,0
0,1,0,0,0,0,1,0,0,0,1,7,17,39,0,0
1,0,0,0,0,0,1,0,1,0,0,3,3,23,0,0
1,0,0,0,0,0,1,0,0,1,0,2,2,5,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,4,0,0
1,0,0,0,0,0,1,0,0,0,1,1,4,30,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,8,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,4,0,0
0,1,0,0,0,0,1,0,0,0,1,300,301,867,0,0
0,1,0,0,0,0,1,0,1,0,0,115,115,530,0,0
1,0,0,0,0,0,1,0,0,1,0,74,74,240,0,0
1,0,0,0,0,0,1,0,1,0,0,27,40,91,0,0
0,1,0,0,0,0,1,0,0,1,0,14,18,36,0,0
0,1,0,0,0,0,1,0,1,0,0,7,7,12,0,0
1,0,0,0,0,0,1,0,0,1,0,2,2,2,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,22,23,67,0,0
1,0,0,0,0,0,1,0,0,0,1,12,19,61,0,0
1,0,0,0,0,0,1,0,1,0,0,2,2,45,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,3,3,9,0,0
0,1,0,0,0,0,1,0,0,0,1,3,3,6,0,0
1,0,0,0,0,0,1,0,0,0,1,8,8,24,0,0
0,1,0,0,0,0,1,0,0,0,1,4,7,37,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,1,0,0,1,1,43,0,0
1,0,0,0,0,0,1,0,0,0,1,4,10,70,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,1,0,4,4,32,0,0
0,1,0,0,0,0,1,0,0,1,0,4,10,13,0,0
1,0,0,0,0,0,1,0,1,0,0,3,3,7,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,12,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,10,10,14,0,0
0,1,0,0,0,0,1,0,1,0,0,2,2,2,0,0
0,1,0,0,0,0,1,0,0,1,0,1,4,23,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
0,1,0,0,0,0,1,0,0,0,1,14,14,21,0,0
1,0,0,0,0,0,1,0,0,0,1,11,11,44,0,0
0,1,0,0,0,0,1,0,1,0,0,2,2,13,0,0
1,0,0,0,0,0,1,0,0,1,0,2,7,30,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,6,0,0
0,1,0,0,0,0,1,0,0,0,1,2,2,6,0,0
1,0,0,0,0,0,1,0,0,0,1,2,5,19,0,0
0,1,0,0,0,0,1,0,0,0,1,3,3,5,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,7,7,10,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,45,45,135,0,0
0,1,0,0,0,0,1,0,0,0,1,19,43,243,0,0
1,0,0,0,0,0,1,0,0,1,0,6,6,18,0,0
1,0,0,0,0,0,1,0,1,0,0,5,5,43,0,0
1,0,0,0,0,0,1,0,1,0,0,2,2,11,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,14,0,0
0,1,0,0,0,0,1,0,0,0,1,3,3,5,0,0
0,1,0,0,0,0,1,0,0,0,1,2,2,3,0,0
1,0,0,0,0,0,1,0,0,0,1,20,20,67,0,0
1,0,0,0,0,0,1,0,0,0,1,10,13,35,0,0
0,1,0,0,0,0,1,0,0,0,1,446,446,1349,0,0
1,0,0,0,0,0,1,0,1,0,0,70,70,431,0,0
0,1,0,0,0,0,1,0,0,1,0,62,63,266,0,0
1,0,0,0,0,0,1,0,1,0,0,28,38,198,0,0
0,1,0,0,0,0,1,0,0,1,0,25,37,177,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,6,6,18,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,4,0,0
0,1,0,0,0,0,1,0,1,0,0,1,1,15,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,1,0,1,0,0,1,1,2,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0
1,0,0,0,0,0,1,0,0,0,1,2,3,14,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0
0,1,0,0,0,0,1,0,0,0,1,3,11,37,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,3,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,2,2,5,0,0
1,0,0,0,0,0,1,0,0,0,1,1,6,31,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,4,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,4,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,9,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
1,0,0,0,0,0,1,0,1,0,0,7,7,10,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,0,0,1,7,8,22,0,0
1,0,0,0,0,0,1,0,0,1,0,1,2,2,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,2,2,9,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,4,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,0,1,62,62,148,0,0
1,0,0,0,0,0,1,0,0,0,1,10,13,37,0,0
1,0,0,0,0,0,1,0,1,0,0,9,9,26,0,0
1,0,0,0,0,0,1,0,0,1,0,6,6,17,0,0
1,0,0,0,0,0,1,0,1,0,0,4,9,66,0,0
1,0,0,0,0,0,1,0,0,1,0,2,4,37,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
0,1,0,0,0,0,1,0,0,0,1,2,2,5,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,7,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,0,1,13,13,40,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,6,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,3,0,0
0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,7,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,10,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,5,0,0
1,0,0,0,0,0,1,0,1,0,0,1,1,5,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,10,10,55,0,0
1,0,0,0,0,0,1,0,1,0,0,2,2,5,0,0
1,0,0,0,0,0,1,0,0,1,0,2,2,10,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,1,0,1,6,33,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0
1,0,0,0,0,0,1,0,0,0,1,11,17,79,0,0
1,0,0,0,0,0,1,0,0,0,1,4,4,11,0,0
1,0,0,0,0,0,1,0,0,1,0,2,2,3,0,0
1,0,0,0,0,0,1,0,0,0,1,3,3,4,0,0
1,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,1,0,0,0,1,1,3,11,0,0
0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,2,2,5,0,0
0,1,0,0,0,0,1,0,0,0,1,2,2,8,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0
0,1,0,0,0,0,1,0,1,0,0,27,57,101,0,0
0,1,0,0,0,0,1,0,0,1,0,3,4,11,0,0
0,1,0,0,0,0,1,0,1,0,0,1,1,2,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,4,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,1,0,0,2,7,7,0,0
0,1,0,0,0,0,1,0,0,0,1,1,2,16,0,0
0,1,0,0,0,0,1,0,1,0,0,1,7,8,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,7,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,2,5,13,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,13,0,0
0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,4,0,0
0,1,0,0,0,0,1,0,0,0,1,5,5,10,0,0
0,1,0,0,0,0,1,0,0,1,0,1,2,4,0,0
1,0,0,0,0,0,1,0,0,0,1,3,5,8,0,0
0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,4,0,0
0,1,0,0,0,0,0,0,0,0,1,3,3,4,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,11,11,15,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0
0,1,0,0,0,0,0,0,0,0,1,1,1,6,0,0
0,1,0,0,0,0,0,0,0,0,1,9,9,17,0,0
0,1,0,0,0,0,0,0,0,0,1,6,6,7,0,0
